Age,Weight,Duration,Calories
75,76.0,19.0,156.0
24,74.0,9.0,37.0
31,61.0,14.0,71.0
45,60.0,22.0,141.0
44,53.0,11.0,57.0
73,78.0,25.0,182.0
72,66.0,26.0,186.0
69,83.0,20.0,141.0
76,92.0,5.0,33.0
52,76.0,18.0,95.0
66,71.0,10.0,47.0
33,73.0,26.0,163.0
54,63.0,16.0,88.0
25,86.0,22.0,113.0
79,68.0,23.0,152.0
34,78.0,8.0,26.0
32,92.0,29.0,215.0
79,103.0,21.0,154.0
77,57.0,29.0,210.0
32,76.0,15.0,74.0
48,96.0,5.0,22.0
46,92.0,13.0,81.0
30,80.0,14.0,61.0
53,70.0,21.0,97.0
40,59.0,18.0,120.0
25,75.0,15.0,55.0
69,67.0,27.0,182.0
30,87.0,4.0,11.0
32,56.0,7.0,26.0
26,91.0,20.0,94.0
71,51.0,17.0,106.0
39,61.0,22.0,132.0
24,60.0,3.0,13.0
45,85.0,22.0,106.0
67,76.0,14.0,80.0
77,74.0,3.0,14.0
33,104.0,9.0,31.0
43,65.0,16.0,79.0
23,59.0,20.0,121.0
37,108.0,11.0,35.0
20,50.0,19.0,106.0
22,62.0,6.0,22.0
24,57.0,17.0,95.0
25,60.0,19.0,107.0
27,61.0,14.0,64.0
22,80.0,6.0,20.0
55,61.0,15.0,73.0
58,80.0,23.0,138.0
24,94.0,23.0,124.0
29,64.0,5.0,17.0
52,85.0,6.0,27.0
66,61.0,5.0,21.0
62,66.0,23.0,150.0
36,82.0,25.0,166.0
52,76.0,16.0,97.0
29,79.0,15.0,74.0
27,90.0,9.0,36.0
28,99.0,23.0,107.0
33,57.0,4.0,12.0
54,71.0,21.0,149.0
79,73.0,13.0,54.0
43,56.0,6.0,24.0
47,88.0,5.0,18.0
24,65.0,24.0,164.0
34,104.0,21.0,134.0
57,80.0,7.0,37.0
43,77.0,7.0,18.0
20,49.0,25.0,153.0
24,55.0,19.0,92.0
54,93.0,10.0,37.0
52,57.0,19.0,115.0
62,57.0,19.0,116.0
62,54.0,20.0,117.0
64,102.0,7.0,32.0
20,58.0,4.0,11.0
69,80.0,21.0,156.0
46,72.0,25.0,172.0
32,69.0,26.0,166.0
23,72.0,6.0,19.0
36,71.0,11.0,44.0
23,55.0,6.0,27.0
28,60.0,7.0,33.0
54,93.0,18.0,112.0
59,64.0,4.0,15.0
23,69.0,2.0,7.0
61,78.0,25.0,140.0
36,79.0,5.0,17.0
42,56.0,19.0,114.0
74,65.0,20.0,137.0
23,95.0,6.0,17.0
51,59.0,11.0,52.0
24,92.0,1.0,3.0
43,57.0,17.0,84.0
20,84.0,16.0,70.0
46,87.0,8.0,35.0
34,62.0,4.0,17.0
22,78.0,14.0,84.0
25,64.0,14.0,65.0
51,104.0,6.0,21.0
71,94.0,10.0,62.0
41,62.0,26.0,184.0
67,99.0,7.0,32.0
24,60.0,17.0,96.0
21,67.0,11.0,35.0
47,67.0,28.0,178.0
27,93.0,30.0,175.0
42,66.0,21.0,138.0
23,55.0,5.0,22.0
75,66.0,18.0,118.0
63,61.0,16.0,84.0
20,59.0,20.0,122.0
22,51.0,1.0,4.0
50,62.0,6.0,25.0
45,59.0,30.0,216.0
49,58.0,23.0,133.0
22,71.0,12.0,50.0
69,76.0,9.0,41.0
32,75.0,9.0,28.0
61,90.0,11.0,58.0
28,71.0,11.0,57.0
28,78.0,3.0,10.0
27,72.0,6.0,23.0
28,97.0,20.0,116.0
36,66.0,18.0,70.0
22,56.0,24.0,153.0
24,78.0,2.0,3.0
28,66.0,3.0,12.0
22,78.0,25.0,124.0
52,54.0,9.0,39.0
61,65.0,6.0,28.0
33,91.0,2.0,6.0
39,62.0,12.0,63.0
24,89.0,15.0,59.0
24,60.0,8.0,36.0
31,51.0,8.0,28.0
26,60.0,1.0,4.0
64,80.0,20.0,128.0
23,74.0,22.0,108.0
37,60.0,23.0,132.0
51,87.0,20.0,113.0
74,84.0,22.0,184.0
21,76.0,5.0,12.0
71,99.0,8.0,38.0
65,78.0,17.0,98.0
41,83.0,6.0,21.0
26,52.0,29.0,186.0
29,85.0,22.0,120.0
33,69.0,15.0,45.0
33,84.0,6.0,18.0
28,96.0,1.0,2.0
26,64.0,3.0,11.0
33,85.0,29.0,185.0
53,86.0,5.0,22.0
41,92.0,15.0,81.0
32,55.0,24.0,161.0
38,74.0,25.0,158.0
36,79.0,11.0,52.0
35,73.0,5.0,16.0
22,50.0,7.0,23.0
20,58.0,5.0,18.0
51,84.0,5.0,23.0
59,91.0,22.0,141.0
39,85.0,2.0,8.0
20,77.0,16.0,63.0
21,90.0,7.0,10.0
63,56.0,12.0,69.0
38,109.0,23.0,168.0
71,97.0,22.0,187.0
36,84.0,23.0,143.0
41,73.0,10.0,34.0
71,82.0,19.0,103.0
33,56.0,27.0,181.0
41,89.0,25.0,172.0
66,62.0,15.0,87.0
26,54.0,22.0,105.0
49,88.0,22.0,136.0
49,89.0,29.0,210.0
75,86.0,1.0,5.0
50,81.0,4.0,15.0
44,69.0,15.0,88.0
55,71.0,29.0,193.0
24,76.0,26.0,177.0
64,62.0,2.0,10.0
29,63.0,13.0,58.0
34,94.0,14.0,57.0
48,54.0,2.0,7.0
22,76.0,9.0,27.0
38,49.0,20.0,114.0
62,91.0,25.0,142.0
24,67.0,25.0,141.0
63,58.0,19.0,131.0
44,100.0,8.0,31.0
39,69.0,20.0,98.0
23,97.0,9.0,22.0
28,92.0,14.0,59.0
48,90.0,14.0,65.0
46,90.0,11.0,49.0
39,72.0,22.0,121.0
72,84.0,15.0,85.0
63,88.0,8.0,38.0
34,72.0,10.0,37.0
20,99.0,20.0,121.0
72,86.0,24.0,192.0
70,94.0,5.0,30.0
47,99.0,20.0,123.0
55,62.0,9.0,34.0
67,90.0,17.0,138.0
39,91.0,24.0,153.0
32,76.0,27.0,170.0
68,59.0,15.0,93.0
61,64.0,19.0,100.0
66,96.0,14.0,96.0
25,94.0,16.0,70.0
34,80.0,16.0,41.0
29,86.0,24.0,110.0
43,56.0,29.0,196.0
51,63.0,26.0,185.0
24,82.0,15.0,66.0
28,48.0,14.0,90.0
21,87.0,9.0,23.0
24,83.0,11.0,42.0
41,85.0,4.0,11.0
69,93.0,30.0,235.0
32,96.0,17.0,63.0
22,53.0,21.0,131.0
46,62.0,15.0,88.0
62,97.0,19.0,110.0
20,90.0,14.0,51.0
24,100.0,2.0,5.0
70,57.0,29.0,238.0
20,89.0,7.0,28.0
48,79.0,28.0,187.0
20,59.0,23.0,141.0
25,49.0,17.0,84.0
49,91.0,16.0,93.0
33,101.0,17.0,68.0
31,76.0,16.0,54.0
45,88.0,15.0,94.0
22,82.0,14.0,54.0
66,67.0,12.0,61.0
47,91.0,21.0,145.0
64,68.0,29.0,202.0
23,58.0,27.0,155.0
46,99.0,6.0,22.0
48,73.0,10.0,43.0
27,64.0,19.0,95.0
44,81.0,24.0,179.0
58,62.0,9.0,44.0
48,78.0,14.0,81.0
55,62.0,5.0,22.0
27,68.0,1.0,4.0
27,95.0,2.0,6.0
42,64.0,15.0,64.0
45,81.0,19.0,82.0
56,70.0,2.0,7.0
33,93.0,9.0,29.0
37,80.0,17.0,97.0
71,97.0,23.0,206.0
44,86.0,26.0,181.0
71,91.0,16.0,105.0
62,92.0,21.0,148.0
73,67.0,26.0,218.0
36,80.0,21.0,129.0
54,89.0,16.0,91.0
74,80.0,14.0,80.0
29,72.0,18.0,86.0
35,55.0,25.0,155.0
72,86.0,24.0,129.0
60,91.0,22.0,149.0
45,89.0,7.0,26.0
62,67.0,14.0,76.0
25,61.0,23.0,142.0
58,85.0,16.0,93.0
46,50.0,4.0,13.0
24,82.0,24.0,116.0
40,67.0,6.0,22.0
27,92.0,30.0,210.0
65,71.0,4.0,15.0
34,75.0,8.0,35.0
20,47.0,9.0,42.0
74,92.0,10.0,48.0
22,74.0,19.0,92.0
25,80.0,4.0,13.0
57,90.0,3.0,12.0
59,90.0,20.0,116.0
40,83.0,13.0,61.0
22,80.0,26.0,126.0
21,63.0,15.0,73.0
39,91.0,9.0,36.0
59,97.0,12.0,68.0
44,91.0,16.0,69.0
68,64.0,3.0,11.0
49,87.0,9.0,35.0
24,48.0,2.0,7.0
30,77.0,21.0,124.0
29,60.0,26.0,143.0
33,76.0,16.0,61.0
27,108.0,5.0,14.0
33,75.0,1.0,4.0
44,56.0,26.0,174.0
77,78.0,8.0,44.0
50,94.0,11.0,42.0
73,82.0,6.0,34.0
75,85.0,30.0,257.0
40,52.0,29.0,175.0
61,71.0,18.0,105.0
56,72.0,20.0,117.0
57,71.0,18.0,106.0
58,62.0,13.0,69.0
55,78.0,10.0,48.0
41,87.0,14.0,81.0
22,83.0,22.0,131.0
31,77.0,13.0,56.0
45,50.0,20.0,103.0
22,57.0,28.0,194.0
63,101.0,12.0,75.0
42,69.0,13.0,65.0
53,65.0,18.0,104.0
35,99.0,4.0,18.0
29,85.0,3.0,7.0
23,84.0,16.0,70.0
39,84.0,13.0,63.0
38,61.0,4.0,17.0
37,65.0,29.0,165.0
35,83.0,16.0,69.0
65,70.0,15.0,90.0
37,90.0,28.0,234.0
60,63.0,3.0,11.0
31,88.0,12.0,65.0
28,78.0,12.0,30.0
48,67.0,4.0,14.0
24,70.0,14.0,68.0
28,60.0,1.0,4.0
33,91.0,13.0,55.0
27,86.0,30.0,206.0
70,81.0,12.0,52.0
36,66.0,15.0,85.0
73,107.0,13.0,93.0
60,84.0,17.0,110.0
36,80.0,15.0,67.0
35,105.0,25.0,173.0
52,107.0,4.0,12.0
28,59.0,9.0,40.0
75,61.0,17.0,94.0
28,119.0,30.0,225.0
38,84.0,23.0,135.0
33,75.0,19.0,83.0
62,105.0,28.0,243.0
33,72.0,13.0,58.0
25,56.0,15.0,69.0
27,63.0,24.0,148.0
24,78.0,4.0,8.0
29,76.0,10.0,43.0
21,90.0,24.0,117.0
63,85.0,6.0,29.0
32,75.0,19.0,94.0
73,89.0,3.0,16.0
25,79.0,12.0,52.0
29,75.0,14.0,65.0
47,54.0,17.0,108.0
32,61.0,14.0,79.0
34,96.0,29.0,211.0
49,64.0,28.0,174.0
36,62.0,27.0,180.0
26,54.0,18.0,105.0
68,74.0,22.0,153.0
39,95.0,14.0,48.0
39,72.0,3.0,12.0
57,62.0,25.0,155.0
68,90.0,5.0,26.0
78,60.0,18.0,107.0
54,74.0,14.0,77.0
24,50.0,24.0,149.0
79,59.0,26.0,197.0
58,71.0,10.0,44.0
26,41.0,4.0,11.0
60,83.0,17.0,99.0
54,68.0,6.0,27.0
58,62.0,22.0,136.0
20,54.0,19.0,97.0
36,60.0,22.0,131.0
70,77.0,12.0,82.0
49,70.0,5.0,19.0
38,77.0,15.0,88.0
36,57.0,7.0,34.0
35,65.0,27.0,184.0
54,72.0,20.0,131.0
34,53.0,16.0,81.0
39,51.0,30.0,200.0
36,56.0,18.0,110.0
57,86.0,1.0,4.0
36,89.0,18.0,89.0
21,96.0,22.0,133.0
23,73.0,23.0,140.0
48,65.0,12.0,65.0
57,77.0,8.0,25.0
48,75.0,3.0,13.0
61,90.0,4.0,18.0
56,66.0,19.0,128.0
61,72.0,29.0,230.0
56,93.0,5.0,20.0
52,65.0,23.0,149.0
29,76.0,8.0,28.0
25,64.0,23.0,111.0
39,84.0,21.0,127.0
20,75.0,27.0,134.0
63,64.0,4.0,19.0
25,74.0,8.0,22.0
49,76.0,23.0,171.0
60,65.0,10.0,51.0
24,61.0,22.0,107.0
25,65.0,18.0,89.0
52,91.0,22.0,140.0
34,44.0,9.0,43.0
70,98.0,16.0,106.0
51,58.0,26.0,159.0
53,96.0,23.0,143.0
33,53.0,19.0,120.0
47,62.0,15.0,60.0
23,68.0,23.0,103.0
20,72.0,4.0,6.0
44,69.0,18.0,96.0
27,55.0,6.0,26.0
20,81.0,11.0,33.0
49,57.0,6.0,27.0
26,51.0,28.0,183.0
64,69.0,10.0,51.0
47,80.0,26.0,157.0
20,86.0,26.0,119.0
51,94.0,8.0,34.0
24,75.0,20.0,97.0
22,65.0,13.0,65.0
49,96.0,26.0,153.0
43,63.0,2.0,8.0
79,65.0,30.0,231.0
33,54.0,1.0,3.0
31,56.0,11.0,45.0
21,90.0,7.0,21.0
58,47.0,13.0,68.0
24,81.0,23.0,152.0
29,84.0,7.0,23.0
67,64.0,10.0,51.0
30,63.0,28.0,168.0
26,86.0,9.0,30.0
22,60.0,10.0,41.0
23,79.0,29.0,163.0
29,77.0,27.0,134.0
26,52.0,21.0,103.0
71,98.0,27.0,234.0
60,54.0,3.0,14.0
43,95.0,26.0,180.0
48,78.0,26.0,181.0
39,66.0,3.0,9.0
66,64.0,29.0,208.0
28,88.0,13.0,67.0
26,84.0,29.0,214.0
33,60.0,14.0,60.0
57,92.0,7.0,38.0
58,93.0,2.0,8.0
73,113.0,12.0,100.0
66,60.0,28.0,196.0
58,76.0,27.0,180.0
40,80.0,28.0,190.0
72,81.0,13.0,81.0
29,50.0,28.0,197.0
34,75.0,27.0,168.0
25,66.0,30.0,199.0
45,41.0,25.0,148.0
26,76.0,22.0,127.0
48,60.0,18.0,84.0
41,81.0,3.0,8.0
64,82.0,10.0,57.0
79,83.0,24.0,155.0
65,87.0,23.0,170.0
21,89.0,22.0,110.0
22,53.0,7.0,26.0
51,61.0,22.0,134.0
20,105.0,14.0,42.0
29,73.0,28.0,200.0
47,98.0,18.0,102.0
60,61.0,3.0,16.0
70,90.0,9.0,53.0
21,72.0,25.0,138.0
57,63.0,28.0,176.0
30,61.0,3.0,11.0
29,92.0,4.0,12.0
24,70.0,5.0,23.0
57,65.0,15.0,84.0
26,56.0,5.0,20.0
71,69.0,21.0,146.0
43,63.0,8.0,37.0
58,94.0,9.0,44.0
30,99.0,16.0,64.0
59,74.0,7.0,33.0
49,97.0,22.0,117.0
35,99.0,3.0,11.0
32,67.0,11.0,52.0
57,93.0,24.0,182.0
77,100.0,16.0,115.0
37,60.0,17.0,100.0
79,98.0,7.0,33.0
47,56.0,15.0,103.0
77,91.0,22.0,200.0
35,78.0,10.0,39.0
32,86.0,24.0,131.0
33,65.0,19.0,105.0
32,56.0,10.0,49.0
33,70.0,13.0,55.0
27,80.0,1.0,2.0
29,45.0,17.0,82.0
53,111.0,5.0,15.0
27,57.0,9.0,38.0
40,63.0,10.0,42.0
59,102.0,5.0,20.0
69,83.0,24.0,198.0
45,52.0,29.0,180.0
38,63.0,13.0,59.0
52,77.0,24.0,175.0
59,58.0,21.0,129.0
28,67.0,8.0,29.0
67,83.0,23.0,170.0
39,76.0,20.0,120.0
32,67.0,7.0,26.0
21,70.0,2.0,7.0
31,69.0,12.0,62.0
43,61.0,5.0,22.0
30,92.0,25.0,138.0
40,79.0,15.0,83.0
45,79.0,11.0,42.0
74,79.0,4.0,20.0
67,88.0,29.0,252.0
22,58.0,15.0,71.0
20,57.0,9.0,38.0
70,68.0,29.0,205.0
42,87.0,24.0,136.0
26,70.0,16.0,73.0
32,86.0,3.0,7.0
31,83.0,23.0,88.0
77,76.0,22.0,140.0
26,86.0,26.0,138.0
38,59.0,26.0,189.0
31,53.0,20.0,117.0
37,92.0,4.0,15.0
74,58.0,28.0,216.0
58,65.0,14.0,80.0
36,68.0,19.0,101.0
69,67.0,15.0,76.0
44,96.0,17.0,111.0
34,77.0,23.0,106.0
49,90.0,29.0,145.0
40,68.0,6.0,25.0
28,80.0,19.0,109.0
44,66.0,23.0,138.0
78,88.0,22.0,160.0
34,71.0,14.0,70.0
26,46.0,16.0,89.0
23,56.0,5.0,24.0
43,68.0,11.0,49.0
45,51.0,1.0,4.0
22,59.0,3.0,12.0
42,62.0,20.0,114.0
78,84.0,10.0,44.0
20,85.0,16.0,78.0
22,98.0,28.0,151.0
76,82.0,6.0,42.0
26,69.0,24.0,146.0
73,63.0,9.0,44.0
50,70.0,6.0,29.0
29,81.0,21.0,125.0
52,67.0,22.0,149.0
25,71.0,5.0,11.0
38,72.0,5.0,13.0
39,77.0,15.0,68.0
21,64.0,4.0,17.0
25,54.0,5.0,21.0
56,75.0,29.0,203.0
48,61.0,20.0,116.0
35,87.0,14.0,58.0
20,69.0,24.0,120.0
50,82.0,26.0,186.0
42,105.0,15.0,79.0
34,78.0,8.0,25.0
27,78.0,28.0,170.0
30,82.0,13.0,43.0
33,80.0,21.0,81.0
49,94.0,5.0,20.0
77,66.0,11.0,64.0
20,63.0,5.0,20.0
70,88.0,4.0,16.0
49,87.0,16.0,108.0
51,41.0,6.0,28.0
68,90.0,6.0,28.0
47,60.0,30.0,178.0
39,89.0,25.0,173.0
46,61.0,25.0,147.0
20,70.0,9.0,34.0
38,86.0,24.0,145.0
57,85.0,14.0,72.0
26,56.0,22.0,112.0
62,92.0,15.0,83.0
73,69.0,15.0,88.0
41,83.0,30.0,207.0
75,77.0,14.0,70.0
46,84.0,17.0,98.0
44,65.0,19.0,108.0
40,73.0,25.0,151.0
59,91.0,2.0,9.0
73,71.0,16.0,83.0
29,97.0,10.0,30.0
26,74.0,29.0,180.0
40,72.0,1.0,4.0
26,97.0,26.0,145.0
23,72.0,18.0,83.0
41,83.0,26.0,175.0
59,95.0,3.0,12.0
42,57.0,20.0,113.0
47,67.0,25.0,146.0
70,91.0,26.0,220.0
51,68.0,2.0,3.0
29,78.0,18.0,82.0
64,65.0,20.0,132.0
35,62.0,12.0,57.0
46,77.0,5.0,22.0
31,63.0,19.0,102.0
47,98.0,19.0,125.0
28,63.0,18.0,94.0
78,101.0,8.0,57.0
51,55.0,10.0,52.0
21,44.0,4.0,14.0
45,82.0,3.0,11.0
24,58.0,16.0,89.0
21,96.0,26.0,157.0
21,85.0,23.0,130.0
61,73.0,11.0,49.0
76,59.0,6.0,21.0
49,68.0,21.0,114.0
25,80.0,7.0,21.0
47,56.0,25.0,168.0
29,78.0,23.0,129.0
33,110.0,29.0,201.0
20,56.0,29.0,197.0
34,62.0,21.0,130.0
54,72.0,7.0,30.0
35,112.0,15.0,72.0
69,93.0,26.0,220.0
44,91.0,15.0,67.0
48,60.0,17.0,97.0
48,74.0,9.0,46.0
26,70.0,13.0,54.0
39,77.0,20.0,94.0
35,53.0,5.0,20.0
38,80.0,5.0,17.0
37,58.0,9.0,34.0
55,58.0,10.0,49.0
35,56.0,24.0,156.0
30,53.0,28.0,208.0
50,111.0,25.0,232.0
58,77.0,11.0,53.0
73,93.0,29.0,264.0
23,70.0,4.0,4.0
51,56.0,25.0,151.0
59,74.0,22.0,150.0
39,104.0,19.0,115.0
28,76.0,13.0,46.0
39,58.0,22.0,123.0
20,93.0,12.0,48.0
54,72.0,15.0,75.0
36,89.0,16.0,65.0
59,96.0,29.0,255.0
20,68.0,2.0,7.0
58,85.0,5.0,21.0
56,72.0,10.0,50.0
52,60.0,4.0,16.0
51,77.0,17.0,90.0
22,71.0,19.0,103.0
29,111.0,6.0,20.0
42,70.0,25.0,169.0
44,92.0,27.0,211.0
27,92.0,4.0,12.0
32,70.0,2.0,8.0
58,55.0,25.0,171.0
42,53.0,11.0,49.0
56,49.0,6.0,31.0
42,65.0,3.0,10.0
46,68.0,9.0,43.0
41,89.0,18.0,75.0
54,101.0,6.0,35.0
33,54.0,17.0,91.0
27,49.0,8.0,35.0
73,102.0,26.0,191.0
25,88.0,21.0,115.0
25,59.0,14.0,55.0
62,83.0,7.0,29.0
55,60.0,16.0,89.0
24,90.0,13.0,51.0
41,67.0,22.0,133.0
35,53.0,10.0,46.0
40,80.0,17.0,84.0
36,53.0,1.0,4.0
25,72.0,19.0,100.0
39,105.0,6.0,24.0
43,73.0,1.0,5.0
60,87.0,28.0,246.0
25,98.0,28.0,163.0
31,57.0,11.0,57.0
63,88.0,27.0,238.0
30,106.0,5.0,9.0
50,94.0,26.0,193.0
48,65.0,1.0,4.0
69,76.0,4.0,18.0
79,65.0,6.0,31.0
54,61.0,17.0,94.0
53,57.0,8.0,40.0
36,58.0,29.0,201.0
49,63.0,8.0,42.0
48,63.0,22.0,132.0
28,100.0,22.0,142.0
57,78.0,29.0,236.0
65,69.0,11.0,61.0
52,60.0,17.0,99.0
31,66.0,1.0,3.0
21,67.0,18.0,95.0
20,56.0,26.0,165.0
28,96.0,11.0,34.0
29,49.0,4.0,11.0
68,73.0,30.0,187.0
36,82.0,26.0,149.0
43,56.0,20.0,114.0
35,86.0,24.0,163.0
71,111.0,7.0,38.0
72,102.0,15.0,87.0
73,57.0,27.0,202.0
77,75.0,22.0,126.0
48,106.0,7.0,30.0
32,86.0,19.0,92.0
74,95.0,8.0,35.0
26,60.0,27.0,179.0
36,76.0,6.0,22.0
41,73.0,27.0,158.0
50,50.0,18.0,108.0
39,66.0,5.0,17.0
26,65.0,16.0,67.0
34,84.0,8.0,22.0
49,54.0,29.0,175.0
67,87.0,26.0,206.0
28,86.0,18.0,73.0
61,80.0,11.0,54.0
69,111.0,21.0,154.0
21,60.0,3.0,12.0
74,85.0,28.0,200.0
60,61.0,5.0,21.0
22,56.0,20.0,98.0
31,101.0,3.0,6.0
46,82.0,18.0,131.0
20,60.0,27.0,147.0
78,67.0,9.0,51.0
79,68.0,24.0,171.0
20,62.0,10.0,37.0
48,102.0,7.0,39.0
40,69.0,2.0,8.0
49,85.0,23.0,168.0
46,82.0,29.0,189.0
42,84.0,26.0,197.0
44,56.0,4.0,19.0
29,99.0,7.0,23.0
33,70.0,9.0,29.0
55,126.0,17.0,101.0
49,91.0,25.0,152.0
26,58.0,22.0,109.0
34,51.0,13.0,65.0
33,77.0,24.0,133.0
76,73.0,2.0,8.0
33,62.0,3.0,11.0
25,75.0,25.0,145.0
75,109.0,14.0,98.0
29,85.0,22.0,107.0
67,70.0,8.0,45.0
23,68.0,7.0,23.0
29,92.0,13.0,59.0
21,72.0,23.0,129.0
55,80.0,27.0,198.0
22,64.0,29.0,179.0
60,88.0,11.0,52.0
48,89.0,16.0,77.0
25,73.0,13.0,54.0
56,100.0,17.0,118.0
34,101.0,13.0,51.0
22,63.0,30.0,162.0
27,54.0,13.0,69.0
49,80.0,7.0,30.0
23,75.0,12.0,47.0
73,59.0,9.0,44.0
39,88.0,16.0,81.0
73,82.0,2.0,8.0
24,48.0,8.0,36.0
54,101.0,19.0,121.0
24,48.0,21.0,119.0
28,57.0,22.0,129.0
26,64.0,13.0,62.0
43,56.0,6.0,25.0
44,75.0,22.0,111.0
20,100.0,10.0,32.0
73,56.0,9.0,51.0
22,63.0,7.0,29.0
31,95.0,2.0,7.0
48,61.0,17.0,75.0
63,95.0,24.0,186.0
64,54.0,22.0,151.0
29,55.0,11.0,58.0
64,63.0,6.0,28.0
32,57.0,19.0,108.0
32,64.0,17.0,95.0
21,62.0,19.0,101.0
32,78.0,20.0,109.0
27,49.0,19.0,109.0
28,79.0,14.0,53.0
32,86.0,9.0,34.0
35,77.0,17.0,79.0
31,93.0,3.0,13.0
27,89.0,18.0,109.0
26,79.0,10.0,43.0
27,75.0,10.0,41.0
28,98.0,9.0,29.0
34,69.0,23.0,111.0
29,64.0,18.0,94.0
34,57.0,5.0,20.0
22,68.0,8.0,29.0
61,74.0,8.0,35.0
30,74.0,13.0,75.0
29,54.0,25.0,169.0
32,61.0,28.0,176.0
50,71.0,15.0,60.0
35,66.0,15.0,65.0
25,58.0,24.0,131.0
79,77.0,19.0,157.0
47,59.0,3.0,14.0
78,68.0,20.0,121.0
27,73.0,19.0,80.0
45,81.0,18.0,64.0
30,57.0,11.0,46.0
25,74.0,3.0,11.0
26,101.0,16.0,69.0
77,83.0,28.0,241.0
41,94.0,15.0,73.0
32,77.0,12.0,58.0
40,68.0,7.0,29.0
43,66.0,12.0,62.0
73,89.0,5.0,25.0
51,72.0,12.0,58.0
22,69.0,17.0,80.0
27,53.0,25.0,160.0
20,76.0,6.0,12.0
20,52.0,14.0,64.0
45,63.0,8.0,29.0
72,87.0,24.0,192.0
21,62.0,14.0,67.0
21,78.0,12.0,34.0
78,102.0,8.0,52.0
33,85.0,14.0,62.0
34,80.0,7.0,27.0
59,85.0,21.0,129.0
39,68.0,15.0,66.0
44,64.0,23.0,144.0
52,69.0,14.0,69.0
55,67.0,20.0,107.0
41,69.0,5.0,18.0
48,86.0,11.0,52.0
35,63.0,24.0,136.0
34,66.0,27.0,169.0
28,87.0,6.0,15.0
56,100.0,9.0,50.0
71,74.0,28.0,178.0
63,81.0,6.0,29.0
56,49.0,27.0,183.0
48,79.0,22.0,140.0
57,92.0,19.0,121.0
62,66.0,23.0,145.0
25,86.0,8.0,17.0
22,81.0,15.0,64.0
23,70.0,3.0,11.0
23,58.0,26.0,166.0
23,68.0,16.0,43.0
27,65.0,13.0,36.0
57,62.0,22.0,138.0
62,99.0,6.0,35.0
34,103.0,22.0,127.0
53,81.0,20.0,145.0
31,47.0,3.0,13.0
79,83.0,14.0,90.0
54,98.0,3.0,15.0
40,84.0,5.0,12.0
55,61.0,23.0,161.0
30,85.0,3.0,11.0
52,85.0,20.0,143.0
71,75.0,16.0,90.0
30,80.0,11.0,49.0
45,54.0,8.0,44.0
31,85.0,18.0,75.0
38,96.0,8.0,26.0
69,66.0,25.0,183.0
62,76.0,7.0,36.0
23,101.0,24.0,136.0
26,83.0,29.0,187.0
33,77.0,14.0,55.0
22,75.0,15.0,62.0
67,74.0,30.0,195.0
67,56.0,20.0,127.0
52,78.0,1.0,4.0
21,67.0,20.0,114.0
49,59.0,12.0,70.0
28,67.0,23.0,119.0
28,49.0,23.0,149.0
28,70.0,28.0,162.0
37,92.0,1.0,4.0
28,64.0,27.0,167.0
34,56.0,24.0,156.0
33,54.0,16.0,80.0
27,50.0,24.0,124.0
47,77.0,13.0,55.0
42,77.0,7.0,25.0
29,61.0,15.0,68.0
25,58.0,2.0,8.0
24,73.0,9.0,30.0
38,61.0,25.0,152.0
20,57.0,18.0,103.0
24,72.0,18.0,112.0
72,53.0,6.0,27.0
71,64.0,19.0,103.0
52,52.0,15.0,98.0
30,84.0,25.0,148.0
30,77.0,7.0,30.0
26,61.0,15.0,70.0
66,82.0,27.0,206.0
61,64.0,4.0,15.0
20,65.0,21.0,113.0
49,84.0,9.0,36.0
52,90.0,2.0,9.0
21,59.0,29.0,174.0
45,73.0,26.0,163.0
23,74.0,27.0,149.0
37,91.0,27.0,194.0
21,98.0,22.0,111.0
48,54.0,14.0,84.0
35,58.0,9.0,35.0
20,58.0,4.0,13.0
47,87.0,23.0,143.0
56,96.0,6.0,36.0
77,61.0,4.0,21.0
59,71.0,26.0,150.0
48,93.0,7.0,32.0
24,93.0,19.0,62.0
62,59.0,23.0,150.0
63,112.0,16.0,99.0
42,96.0,28.0,223.0
41,72.0,29.0,207.0
66,69.0,16.0,81.0
35,65.0,19.0,99.0
60,52.0,27.0,210.0
77,91.0,30.0,259.0
78,72.0,9.0,52.0
57,82.0,12.0,77.0
60,63.0,25.0,150.0
38,79.0,18.0,88.0
45,67.0,17.0,95.0
61,94.0,18.0,116.0
64,69.0,29.0,199.0
38,66.0,10.0,48.0
21,79.0,19.0,79.0
31,55.0,4.0,17.0
66,86.0,27.0,241.0
64,72.0,30.0,264.0
42,108.0,8.0,31.0
21,63.0,5.0,21.0
65,60.0,28.0,196.0
50,84.0,6.0,30.0
65,58.0,22.0,117.0
25,68.0,5.0,7.0
23,88.0,11.0,36.0
33,55.0,23.0,147.0
36,80.0,20.0,120.0
53,90.0,9.0,44.0
36,60.0,17.0,96.0
52,87.0,21.0,132.0
35,92.0,20.0,94.0
24,114.0,29.0,178.0
25,84.0,7.0,16.0
25,64.0,12.0,49.0
27,59.0,16.0,69.0
24,88.0,21.0,98.0
38,61.0,20.0,111.0
33,68.0,11.0,53.0
21,58.0,9.0,33.0
40,96.0,24.0,142.0
27,95.0,14.0,63.0
67,81.0,4.0,17.0
22,55.0,3.0,12.0
69,90.0,2.0,8.0
44,76.0,28.0,172.0
